name,age,position,height,value,national_matches,national_goals,matches20,goals20,assists20,yellow20,double_yellows20,red20,matches21,goals21,assists21,yellow21,double_yellows21,red21,matches22,goals22,assists22,yellow22,double_yellows22,red22
nicolo-zaniolo,23,Attacking Midfield,1.9,27000.0,11,2,0,0,0,0,0,0,42,8,9,14,1,1,28,7,4,7,0,2
victor-nelsson,24,Centre-Back,1.85,18000.0,10,0,30,1,0,7,0,1,49,1,1,8,0,0,35,1,1,5,0,0
bright-osayi-samuel,25,Right-Back,1.75,7000.0,3,0,42,4,4,3,0,0,43,2,5,6,0,0,37,0,1,8,0,0
milot-rashica,26,Right Winger,1.77,8500.0,48,8,26,3,5,0,0,0,35,2,2,0,0,0,35,6,8,3,0,0
milot-rashica,26,Right Winger,1.77,8500.0,48,8,26,3,5,0,0,0,35,2,2,0,0,0,35,6,8,3,0,0
amir-hadziahmetovic,26,Defensive Midfield,1.79,7500.0,23,0,35,4,1,4,0,0,37,2,5,5,0,0,35,7,6,6,0,0
adnan-januzaj,28,Right Winger,1.86,6000.0,15,1,36,4,4,2,0,0,44,5,3,7,0,0,22,3,3,1,0,1
sergio-oliveira,31,Central Midfield,1.81,7000.0,13,0,48,20,7,11,0,0,46,8,2,9,1,0,34,4,5,7,0,0
joao-pedro,31,Centre-Forward,1.84,6000.0,1,0,40,16,3,5,0,0,39,13,4,9,0,0,28,5,1,1,1,0
ersin-destanoglu,22,Goalkeeper,1.95,5000.0,0,0,37,0,2,0,1,39,41,0,6,0,0,55,11,0,0,0,0,14
rachid-ghezzal,31,Right Winger,1.82,5000.0,22,2,35,8,18,5,0,0,43,5,7,9,0,0,11,2,3,1,0,0
jean-philippe-gbamin,27,Defensive Midfield,1.86,4800.0,14,0,1,0,0,0,0,0,18,2,3,5,1,0,24,0,0,4,0,0
willian-arao,31,Defensive Midfield,1.81,6000.0,1,0,52,4,1,8,0,1,34,5,2,6,0,0,44,1,4,5,0,0
leo-dubois,28,Right-Back,1.78,5500.0,13,0,40,2,4,3,0,0,28,0,3,7,0,0,25,1,3,1,0,0
fredrik-midtsjo,29,Central Midfield,1.76,5000.0,11,0,40,2,8,5,1,0,42,0,6,5,0,0,27,1,2,3,0,0
valentin-rosier,26,Right-Back,1.75,6000.0,7,0,37,3,7,8,0,0,39,2,5,8,4,0,29,1,4,6,0,1
lincoln,24,Left-Back,1.78,5500.0,11,4,32,1,5,2,0,0,44,7,10,3,1,0,35,2,8,4,0,0
joshua-king,31,Centre-Forward,1.87,5000.0,62,20,25,3,2,0,0,0,33,5,3,5,0,0,27,7,3,3,0,0
romain-saiss,33,Centre-Back,1.88,5000.0,74,2,30,3,0,2,0,0,32,3,0,6,0,0,26,1,2,6,0,0
haji-wright,25,Centre-Forward,1.93,6000.0,7,2,37,13,2,5,1,0,35,15,2,2,0,0,29,16,3,1,0,0
abdulkerim-bardakci,28,Centre-Back,1.85,6500.0,0,0,39,3,4,9,0,0,34,5,4,10,0,0,33,3,3,4,1,1
yusuf-demir,20,Right Winger,1.73,5000.0,10,2,32,9,3,1,0,0,23,1,0,2,0,0,11,1,1,1,0,0
henry-onyekuru,26,Left Winger,1.75,5500.0,16,2,19,5,5,1,0,0,27,1,1,0,0,0,30,8,3,6,0,0
arthur-masuaku,29,Left-Back,1.79,6000.0,14,2,14,0,2,3,0,0,24,1,1,1,0,0,32,2,6,8,0,0
jayden-oosterwolde,22,Left-Back,1.89,5000.0,0,0,26,1,3,5,0,1,20,0,0,3,0,0,24,1,0,5,1,0
manolis-siopis,29,Defensive Midfield,1.68,5500.0,23,1,38,0,1,9,0,0,38,0,1,6,0,0,40,0,0,5,0,0
dorukhan-tokoz,27,Central Midfield,1.8,5000.0,14,1,37,0,3,7,0,1,32,2,2,2,0,0,9,0,0,1,0,0
miha-zajc,28,Central Midfield,1.78,6000.0,38,8,33,1,3,4,0,0,41,9,2,7,0,0,33,5,4,4,0,0
enis-bardhi,27,Attacking Midfield,1.72,4700.0,51,13,30,2,2,5,0,0,32,3,3,3,0,0,42,7,0,4,0,0
deniz-ertas,0,0,0.0,0,3,0,0,0,0,0,0,0,10,0,0,0,0,10,11,0,0,0,1,13
nicolo-zaniolo,23,Attacking Midfield,1.9,27000.0,11,2,0,0,0,0,0,0,42,8,9,14,1,1,28,7,4,7,0,2
victor-nelsson,24,Centre-Back,1.85,18000.0,10,0,30,1,0,7,0,1,49,1,1,8,0,0,35,1,1,5,0,0
vincent-aboubakar,31,Centre-Forward,1.84,6000.0,95,35,32,17,5,0,0,0,24,8,4,1,0,0,28,17,4,4,0,0
jackson-muleka,23,Centre-Forward,1.8,4000.0,15,3,33,12,2,7,0,0,35,15,7,5,0,0,32,6,1,3,0,0
berkay-ozcan,25,Central Midfield,1.8,4400.0,7,0,43,0,2,2,0,0,36,3,1,1,0,0,52,6,5,1,0,0
tayyip-talha-sanuc,23,Centre-Back,1.88,4800.0,1,0,31,3,1,5,0,0,29,1,2,4,0,0,25,3,0,1,0,0
luan-peres,28,Centre-Back,1.9,5000.0,0,0,26,0,2,5,0,0,50,0,3,9,0,0,19,1,1,2,0,1
ezgjan-alioski,31,Left-Back,1.71,4000.0,63,12,38,3,3,8,0,0,30,6,9,7,0,0,26,1,2,3,0,0
umut-bozok,26,Centre-Forward,1.78,4200.0,1,0,21,1,1,2,0,0,41,20,8,3,0,0,37,10,3,3,0,0
salih-ucan,29,Central Midfield,1.82,4700.0,1,0,40,3,7,11,0,0,25,0,0,4,1,0,32,3,8,6,0,0
samet-akaydin,29,Centre-Back,1.9,4200.0,1,0,22,1,0,3,0,1,35,3,0,6,0,0,40,2,0,7,0,0
marc-bartra,32,Centre-Back,1.84,3700.0,14,1,19,0,1,3,0,0,32,2,0,6,0,0,40,4,1,5,0,1
berkan-kutlu,25,Central Midfield,1.86,4000.0,7,0,42,3,2,6,0,0,48,0,3,6,0,1,28,1,2,4,0,0
georges-kevin-nkoudou,28,Left Winger,1.72,3300.0,5,0,38,8,5,1,0,0,17,4,0,1,0,0,22,5,1,2,0,0
stefano-denswil,30,Centre-Back,1.88,3700.0,0,0,22,0,0,1,0,0,29,0,2,3,0,0,28,1,1,5,0,0
bunyamin-balci,23,Right-Back,1.73,4000.0,12,0,40,2,6,3,0,0,37,2,4,2,0,0,36,0,4,3,0,1
endri-cekici,26,Attacking Midfield,1.78,3200.0,11,1,34,3,2,6,0,1,38,6,5,3,0,0,24,2,1,3,0,0
andreas-bouchalakis,30,Central Midfield,1.86,3000.0,35,1,49,5,6,7,0,0,42,2,1,4,0,0,26,1,1,2,0,0
kaan-ayhan,28,Centre-Back,1.85,3700.0,51,5,20,0,0,2,0,0,24,1,0,2,0,1,17,2,0,1,0,0
eren-elmali,22,Left-Back,1.8,3600.0,7,0,6,0,0,0,0,0,35,1,4,6,0,0,47,0,3,9,0,0
ismail-yuksek,24,Central Midfield,1.83,4000.0,6,1,20,1,1,4,0,0,30,3,2,8,0,0,31,1,1,6,1,0
edin-visca,33,Right Winger,1.72,3000.0,55,10,32,6,11,2,0,0,40,10,14,3,0,0,15,2,6,0,0,0
enner-valencia,33,Centre-Forward,1.77,3800.0,77,38,35,13,5,7,0,0,33,13,5,2,0,0,47,33,7,4,0,1
mounir-chouiar,24,Left Winger,1.77,3200.0,1,0,24,0,2,5,0,0,27,4,4,2,0,0,46,4,10,4,0,0
emre-mor,25,Right Winger,1.69,4200.0,15,1,13,1,1,2,0,0,29,6,4,6,0,0,41,6,3,8,0,0
majid-hosseini,26,Centre-Back,1.87,3000.0,22,0,19,0,0,2,0,0,35,3,2,4,0,0,28,3,1,6,0,1
deniz-ertas,0,0,0.0,0,3,0,0,0,0,0,0,0,10,0,0,0,0,10,11,0,0,0,1,13
onur-bulut,29,Right-Back,1.79,3500.0,2,0,22,0,1,0,0,0,41,1,8,6,1,0,31,3,5,2,0,0
nicolo-zaniolo,23,Attacking Midfield,1.9,27000.0,11,2,0,0,0,0,0,0,42,8,9,14,1,1,28,7,4,7,0,2
victor-nelsson,24,Centre-Back,1.85,18000.0,10,0,30,1,0,7,0,1,49,1,1,8,0,0,35,1,1,5,0,0
manchester-united,0,0,0.0,0,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
west-ham-united,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
west-ham-united,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
manchester-united,0,0,0.0,0,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
manchester-united,0,0,0.0,0,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
west-ham-united,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jorge-de-frutos,26,Right Winger,1.73,8000.0,0,0,41,4,12,3,0,0,25,4,7,4,0,0,43,5,7,6,0,1
alejandro-frances,20,Centre-Back,1.81,5000.0,9,1,29,0,0,5,0,1,33,1,2,8,0,0,24,0,0,4,1,0
jon-karrikaburu,20,Centre-Forward,1.83,5000.0,2,0,9,4,2,2,0,0,37,11,2,5,0,0,31,5,0,4,0,0
myrto-uzuni,28,Left Winger,1.78,8000.0,29,5,36,15,6,4,0,0,46,22,9,7,0,0,39,23,5,7,0,0
antonio-puertas,31,Right Winger,1.83,4500.0,0,0,51,4,10,5,0,0,34,7,1,4,0,0,36,4,5,4,0,0
borja-baston,30,Centre-Forward,1.86,4000.0,0,0,38,5,3,5,0,0,40,22,2,4,0,0,36,10,0,8,0,0
stoichkov,29,Centre-Forward,1.78,4000.0,0,0,41,12,1,4,0,0,41,21,4,7,0,1,42,13,1,11,0,0
uros-djurdjevic,29,Centre-Forward,1.81,4000.0,10,0,41,22,1,7,0,0,39,16,5,13,0,0,35,6,1,10,1,0
shon-weissman,27,Centre-Forward,1.74,5000.0,26,4,34,7,3,3,0,0,41,21,3,3,0,1,30,3,0,1,0,0
ruben-vezo,29,Centre-Back,1.82,4000.0,0,0,37,1,0,7,0,0,32,0,1,4,0,0,28,0,1,9,0,0
pepelu,24,Defensive Midfield,1.86,3000.0,3,0,33,1,0,8,0,0,30,0,1,9,0,0,44,1,2,10,1,0
pepe,26,Central Midfield,1.83,3000.0,10,0,31,0,1,4,0,0,37,5,7,8,0,0,25,0,5,6,0,0
antonio-blanco,22,Defensive Midfield,1.76,3500.0,6,0,23,0,1,7,0,0,24,1,0,10,0,1,22,0,0,11,0,0
jose-campana,30,Central Midfield,1.79,4000.0,1,0,9,1,2,1,0,0,20,2,2,6,0,1,22,5,1,4,0,0
alberto-moleiro,19,Attacking Midfield,1.69,3000.0,2,0,2,0,0,0,0,0,38,3,1,2,0,0,42,0,8,4,0,0
luis-rioja,29,Left Winger,1.76,3000.0,0,0,36,5,2,4,0,0,39,2,6,3,0,0,42,10,4,6,0,1
jose-corpas,31,Right Winger,1.78,3000.0,0,0,45,12,8,8,1,0,44,8,3,5,0,0,44,4,2,8,0,0
francho-serrano,21,Central Midfield,1.8,3000.0,2,0,34,2,0,3,0,0,32,2,1,1,0,0,37,1,1,3,0,0
jose-manuel-arnaiz,28,Left Winger,1.73,3000.0,0,0,33,6,1,4,0,0,40,7,1,3,0,0,39,9,3,6,0,0
fer-nino,22,Centre-Forward,1.91,3000.0,5,2,28,8,1,1,0,0,25,2,0,3,0,0,42,4,4,2,0,0
wesley-moraes,26,Centre-Forward,1.91,3000.0,1,0,5,0,0,0,0,0,27,2,0,6,0,0,40,4,2,7,0,0
nahuel-tenaglia,27,Right-Back,1.81,3000.0,0,0,41,5,4,12,0,0,14,0,0,2,0,0,36,3,3,8,0,0
myrto-uzuni,28,Left Winger,1.78,8000.0,29,5,36,15,6,4,0,0,46,22,9,7,0,0,39,23,5,7,0,0
victor-mollejo,22,Right Winger,1.76,3000.0,13,3,14,2,0,2,0,0,43,4,3,10,0,1,29,3,2,5,0,0
ivan-azon,20,Centre-Forward,1.82,3000.0,1,0,32,4,3,2,0,0,37,7,2,2,0,0,19,3,1,0,0,0
mamadou-mbacke,20,Centre-Back,1.89,2800.0,0,0,27,4,0,2,0,0,20,2,1,7,0,0,27,3,0,6,1,0
wesley-moraes,26,Centre-Forward,1.91,3000.0,1,0,5,0,0,0,0,0,27,2,0,6,0,0,40,4,2,7,0,0
roberto-lopez,23,Attacking Midfield,1.78,2500.0,3,2,20,3,1,0,0,0,28,4,1,3,0,0,42,8,5,5,0,0
roberto-lopez,23,Attacking Midfield,1.78,2500.0,3,2,20,3,1,0,0,0,28,4,1,3,0,0,42,8,5,5,0,0
ruben-duarte,27,Left-Back,1.79,2500.0,9,0,31,1,1,4,1,0,34,0,5,11,1,0,41,0,6,15,2,0
juan-otero,28,Right Winger,1.82,2500.0,0,0,38,4,5,4,0,0,33,2,0,2,0,0,44,6,0,9,0,0
asier-villalibre,25,Centre-Forward,1.84,2500.0,1,0,43,6,3,2,0,0,20,2,0,0,0,0,25,4,3,3,0,0
loren-moron,29,Centre-Forward,1.85,2500.0,0,0,27,1,0,2,0,0,26,4,1,0,0,0,14,2,0,3,0,0
njegos-petrovic,23,Defensive Midfield,1.85,2500.0,0,0,47,2,0,4,0,0,30,0,1,5,0,0,27,0,1,3,0,0
ruben-pardo,30,Central Midfield,1.82,2400.0,7,0,40,4,4,4,0,0,35,1,9,5,0,1,35,1,2,6,0,0
pedro-diaz,25,Central Midfield,1.8,2500.0,0,0,38,3,6,5,0,0,44,4,2,3,0,0,36,4,5,3,0,0
raul-moro,20,Left Winger,1.69,2500.0,1,0,30,18,7,3,0,0,20,1,1,1,0,0,28,1,2,4,0,0
manu-vallejo,26,Left Winger,1.67,2400.0,3,0,33,6,3,2,0,0,22,2,1,3,0,0,24,4,2,1,0,0
borja-garces,23,Centre-Forward,1.83,2200.0,0,0,29,9,0,6,0,0,30,5,1,5,0,0,38,4,2,4,0,1
kento-hashimoto,29,Defensive Midfield,1.83,2200.0,15,1,20,6,1,7,0,0,20,3,2,2,0,0,33,0,0,5,0,0
fede-vico,28,Attacking Midfield,1.79,2000.0,6,0,24,3,0,1,0,0,16,2,2,2,0,0,41,1,2,5,0,1
jose-marsa,21,Centre-Back,1.85,2000.0,0,0,13,0,0,1,0,0,1,0,0,0,0,0,25,0,2,2,1,1
giuliano-simeone,20,Centre-Forward,1.73,2000.0,0,0,15,3,0,4,0,0,1,0,0,0,0,0,37,9,3,4,1,0
fran-villalba,25,Attacking Midfield,1.68,2000.0,0,0,35,3,4,3,0,0,42,4,5,9,0,0,35,1,2,7,0,0
carlos-izquierdoz,34,Centre-Back,1.85,2000.0,0,0,41,3,1,4,0,1,19,1,0,2,1,0,35,1,1,6,1,0
miguel-de-la-fuente,23,Centre-Forward,1.82,2000.0,1,1,29,6,3,2,0,0,24,1,2,3,0,0,34,4,4,5,0,0
jason,28,Right Winger,1.78,2000.0,0,0,21,0,0,3,1,0,21,0,1,3,0,0,37,2,0,4,0,0
tomas-alarcon,24,Defensive Midfield,1.76,2000.0,12,0,7,1,0,2,0,0,24,1,1,5,0,0,17,0,0,2,1,1
luca-zidane,25,Goalkeeper,1.83,2000.0,1,0,15,0,0,0,0,11,13,0,0,0,1,17,32,0,2,0,0,26
jonathan-viera,33,Attacking Midfield,1.71,2000.0,1,0,3,1,0,0,0,0,34,14,5,5,0,0,32,7,3,5,0,0
marcelo-saracchi,25,Left-Back,1.72,2000.0,4,0,29,0,2,3,0,0,4,0,1,2,0,0,29,0,0,7,0,1
myrto-uzuni,28,Left Winger,1.78,8000.0,29,5,36,15,6,4,0,0,46,22,9,7,0,0,39,23,5,7,0,0
oscar-melendo,25,Attacking Midfield,1.67,2000.0,0,0,29,2,1,0,0,0,24,0,1,0,0,0,35,1,3,3,0,0
wesley-moraes,26,Centre-Forward,1.91,3000.0,1,0,5,0,0,0,0,0,27,2,0,6,0,0,40,4,2,7,0,0
rober-gonzalez,22,Right Winger,1.69,2000.0,0,0,31,8,4,1,0,0,28,2,1,3,0,0,34,2,2,5,0,1
roberto-lopez,23,Attacking Midfield,1.78,2500.0,3,2,20,3,1,0,0,0,28,4,1,3,0,0,42,8,5,5,0,0
carlos-neva,26,Left-Back,1.74,2000.0,0,0,36,0,2,3,0,0,27,0,1,1,0,0,28,2,3,2,0,0
vicente-iborra,35,Defensive Midfield,1.9,2000.0,0,0,18,0,0,5,0,0,24,0,1,4,0,0,40,2,0,7,0,1
raul-garcia,22,Centre-Forward,1.92,2000.0,0,0,23,13,1,3,0,0,35,6,1,1,0,0,39,19,8,3,0,0
famara-diedhiou,30,Centre-Forward,1.89,2000.0,27,11,45,10,1,5,1,0,29,13,1,6,1,0,13,0,1,1,0,0
sandro-ramirez,27,Centre-Forward,1.75,2000.0,7,1,20,5,1,2,0,0,30,4,1,7,0,0,22,7,3,4,0,0
florian-miguel,26,Left-Back,1.79,1800.0,0,0,21,0,0,3,1,1,42,2,1,9,0,0,37,1,1,7,0,1
jorge-miramon,34,Right-Back,1.75,1800.0,0,0,30,0,5,1,0,0,30,1,0,5,0,0,40,1,2,8,0,0
dani-cardenas,26,Goalkeeper,1.86,2000.0,0,0,17,0,2,0,0,19,24,0,3,0,0,46,34,0,4,0,0,23
alvaro-tejero,26,Right-Back,1.74,1800.0,0,0,25,2,2,3,0,0,36,3,7,8,1,0,38,3,1,3,0,0
jorge-pulido,32,Centre-Back,1.86,1800.0,4,0,34,1,0,5,1,0,25,0,2,7,1,0,38,2,1,7,0,2
juande-rivas,23,Centre-Back,1.85,1600.0,0,0,41,4,0,11,0,0,21,2,0,2,0,0,29,1,1,2,1,0
xeber-alkain,25,Right Winger,1.74,1600.0,0,0,27,5,6,2,0,0,38,9,4,5,0,0,34,4,0,1,0,2
cote,33,Left-Back,1.82,1500.0,4,0,14,0,0,3,0,0,25,1,2,3,0,1,35,0,7,7,0,0
pejino,26,Left Winger,1.77,1500.0,0,0,21,4,2,4,0,0,16,5,1,1,0,1,35,7,4,4,0,0
haissem-hassan,21,Right Winger,1.78,1500.0,0,0,24,2,1,0,0,0,38,3,6,1,0,0,29,0,1,2,0,0
wilfrid-kaptoum,26,Central Midfield,1.74,1500.0,0,0,21,1,1,4,0,0,22,1,0,3,0,0,10,0,0,1,0,0
pol-lozano,23,Central Midfield,1.76,1500.0,4,0,26,0,0,1,0,0,35,1,2,8,0,0,20,0,0,5,0,0
sinan-bakis,29,Centre-Forward,1.88,1500.0,1,0,28,11,0,5,1,0,34,7,0,3,1,0,34,12,2,8,0,0
jandro-orellana,22,Defensive Midfield,1.76,1500.0,11,1,18,1,1,4,0,0,23,0,4,3,0,0,28,0,2,4,0,0
ramon-terrats,22,Defensive Midfield,1.81,1500.0,0,0,26,0,0,4,0,0,20,0,0,5,0,0,33,1,1,3,0,0
german-valera,21,Right Winger,1.7,1500.0,0,0,26,4,1,3,0,0,23,1,0,1,0,0,39,2,2,3,0,0
sergio-carreira,22,Right-Back,1.7,1500.0,4,0,24,1,2,1,0,0,40,1,3,4,0,0,31,2,1,1,0,0
jon-guridi,28,Central Midfield,1.79,1500.0,0,0,22,0,1,2,0,0,9,2,0,0,0,0,41,1,1,6,0,0
luis-munoz,26,Defensive Midfield,1.82,1500.0,0,0,31,5,0,8,0,0,8,1,0,4,0,1,31,1,1,6,1,0
gaspar-campos,23,Left Winger,1.75,1500.0,3,0,37,3,2,4,0,1,40,2,3,4,0,0,31,7,0,1,0,0
roberto-lopez,23,Attacking Midfield,1.78,2500.0,3,2,20,3,1,0,0,0,28,4,1,3,0,0,42,8,5,5,0,0
wesley-moraes,26,Centre-Forward,1.91,3000.0,1,0,5,0,0,0,0,0,27,2,0,6,0,0,40,4,2,7,0,0
myrto-uzuni,28,Left Winger,1.78,8000.0,29,5,36,15,6,4,0,0,46,22,9,7,0,0,39,23,5,7,0,0
adrian-bernabe,22,Central Midfield,1.7,6000.0,1,0,17,3,7,2,0,1,16,5,1,9,0,0,33,1,3,6,0,0
nahitan-nandez,27,Central Midfield,1.72,5000.0,49,0,34,2,3,8,0,1,22,0,2,4,0,0,37,0,6,9,0,0
walid-cheddira,25,Centre-Forward,1.87,8000.0,5,0,39,9,2,4,0,0,37,6,3,2,0,0,37,22,7,2,1,0
giovanni-fabbian,20,Central Midfield,1.86,6000.0,1,0,16,5,0,5,1,0,39,9,5,8,0,0,38,8,1,8,1,0
radu-dragusin,21,Centre-Back,1.91,5000.0,5,0,14,1,0,0,0,0,22,0,0,2,0,0,40,4,0,3,0,0
gianluca-busio,21,Central Midfield,1.72,5000.0,9,0,13,2,2,0,0,0,29,1,2,8,0,0,28,0,0,2,0,0
silvan-hefti,25,Right-Back,1.82,4200.0,10,0,43,0,1,2,0,0,46,2,4,4,0,1,28,1,0,8,0,0
samuele-mulattieri,22,Centre-Forward,1.83,4500.0,5,3,32,19,3,3,0,0,29,7,0,1,0,0,30,12,4,3,0,0
matteo-luigi-brunori,28,Centre-Forward,1.8,4500.0,0,0,34,4,3,3,0,0,47,29,5,5,0,0,38,20,4,5,0,0
olimpiu-morutan,24,Attacking Midfield,1.73,5000.0,7,1,36,8,15,7,0,0,41,4,5,5,0,0,36,6,8,5,0,0
morten-frendrup,22,Central Midfield,1.78,3700.0,11,1,34,0,3,4,2,0,36,2,0,4,0,0,40,2,0,3,0,0
andrea-carboni,22,Centre-Back,1.87,4000.0,2,0,22,2,1,4,0,0,33,0,1,6,0,0,23,3,1,4,0,0
dennis-man,24,Right Winger,1.83,4000.0,18,6,34,19,8,3,0,0,27,3,2,4,0,0,32,6,2,2,0,0
valentin-mihaila,23,Left Winger,1.8,3500.0,10,1,23,4,3,2,0,0,20,2,1,4,0,0,19,3,3,3,0,0
stefano-turati,21,Goalkeeper,1.88,3500.0,4,0,2,0,1,0,0,1,22,0,0,0,0,29,38,0,2,0,0,27
joel-pohjanpalo,28,Centre-Forward,1.86,3500.0,61,13,20,6,0,0,0,0,36,16,1,0,0,0,40,19,7,2,0,0
luca-moro,22,Centre-Forward,1.89,3200.0,1,0,32,8,1,2,0,0,2,0,0,0,0,0,35,6,0,2,0,0
andrea-cistana,26,Centre-Back,1.85,3200.0,0,0,15,1,0,3,0,0,39,4,1,7,0,0,21,2,0,3,0,0
albert-gudmundsson,25,Right Winger,1.77,3500.0,33,6,35,11,4,4,0,0,40,7,2,7,0,0,38,14,5,4,1,0
sebastiano-esposito,20,Centre-Forward,1.83,3500.0,7,0,33,4,3,4,0,0,34,7,9,2,0,1,35,6,2,2,0,0
elia-caprile,21,Goalkeeper,1.91,3000.0,2,0,19,0,0,0,0,26,39,0,5,0,0,46,42,0,2,0,0,36
gennaro-tutino,26,Centre-Forward,1.77,3000.0,6,0,38,14,7,4,0,0,28,5,1,4,0,0,35,5,2,2,0,0
marius-marin,24,Central Midfield,1.8,3000.0,10,0,35,2,3,8,1,0,40,0,0,13,0,0,34,1,0,13,1,0
walid-cheddira,25,Centre-Forward,1.87,8000.0,5,0,39,9,2,4,0,0,37,6,3,2,0,0,37,22,7,2,1,0
lucas-da-cunha,22,Right Winger,1.74,3000.0,0,0,29,6,1,1,0,0,26,2,1,0,0,0,14,2,2,1,0,0
george-puscas,27,Centre-Forward,1.88,3000.0,34,10,23,4,1,1,0,0,49,10,3,3,0,0,27,4,1,3,0,0
nahitan-nandez,27,Central Midfield,1.72,5000.0,49,0,34,2,3,8,0,1,22,0,2,4,0,0,37,0,6,9,0,0
matteo-luigi-brunori,28,Centre-Forward,1.8,4500.0,0,0,34,4,3,3,0,0,47,29,5,5,0,0,38,20,4,5,0,0
giorgio-cittadini,21,Centre-Back,1.93,3000.0,2,0,21,0,1,6,0,0,20,0,2,4,0,0,20,0,0,10,0,0
alfred-gomis,29,Goalkeeper,1.96,3000.0,16,0,32,0,1,0,0,44,32,0,2,0,0,33,18,0,0,0,1,17
marko-rog,27,Central Midfield,1.8,3000.0,21,0,16,0,0,2,0,0,8,0,1,0,0,0,23,1,1,5,1,0
lautaro-valenti,24,Centre-Back,1.88,3000.0,0,0,12,0,0,0,0,0,9,0,1,1,0,0,26,1,3,6,0,1
elias-cobbaut,25,Centre-Back,1.88,2700.0,1,0,15,0,1,2,0,0,35,2,3,5,0,0,11,0,1,1,0,1
eddie-salcedo,21,Centre-Forward,1.78,2700.0,2,0,23,3,2,3,0,0,13,2,0,1,0,0,24,4,1,2,0,0
giuseppe-caso,24,Left Winger,1.72,2800.0,0,0,2,0,0,0,0,0,39,5,5,7,0,0,36,9,5,5,0,0
pietro-beruatto,24,Left-Back,1.85,2500.0,0,0,27,0,6,8,0,0,39,1,6,10,0,0,35,1,0,12,0,0
michael-folorunsho,25,Central Midfield,1.85,2500.0,0,0,32,6,3,7,1,0,32,5,2,9,0,0,31,9,4,9,0,0
luca-mazzitelli,27,Defensive Midfield,1.84,2500.0,7,0,36,5,5,15,0,0,31,2,6,9,1,0,25,3,5,8,0,0
patrick-cutrone,25,Centre-Forward,1.83,2500.0,1,0,24,0,1,0,0,0,31,3,2,2,0,0,35,9,2,3,0,0
michele-collocolo,23,Central Midfield,1.88,2500.0,0,0,29,3,0,5,0,0,35,3,3,7,0,0,37,5,5,4,0,1
francesco-vicari,28,Centre-Back,1.9,2500.0,1,0,27,0,0,4,0,0,29,0,0,4,0,1,38,0,0,6,0,0
idrissa-toure,25,Central Midfield,1.88,2500.0,3,1,22,1,0,3,0,1,34,3,0,5,0,1,30,3,2,3,0,0
mattia-aramu,28,Attacking Midfield,1.8,2500.0,1,0,39,10,6,6,0,1,33,7,5,6,0,0,28,2,2,4,0,0
luis-binks,21,Centre-Back,1.9,2500.0,1,0,0,0,0,0,0,0,15,0,0,3,0,0,34,0,1,4,1,0
gabriel-charpentier,24,Centre-Forward,1.88,2400.0,2,1,2,0,0,0,0,0,22,10,2,5,0,0,9,0,0,0,0,0
ernesto-torregrossa,30,Centre-Forward,1.84,2400.0,4,2,18,6,4,4,0,0,33,8,2,6,0,0,24,6,2,1,0,0
enrico-del-prato,23,Right-Back,1.83,2400.0,11,1,28,0,1,5,0,0,34,1,2,7,0,0,39,3,0,6,0,0
franco-vazquez,34,Attacking Midfield,1.87,2400.0,3,0,22,1,0,2,0,0,35,14,4,8,1,1,40,11,6,8,0,0
stefano-sturaro,30,Central Midfield,1.81,2200.0,4,0,17,1,0,7,0,0,26,0,0,12,0,0,19,0,1,4,0,1
magnus-kofod-andersen,24,Central Midfield,1.7,2200.0,0,0,32,4,4,1,0,0,34,1,0,3,0,0,27,0,4,1,0,0
dimitri-bisoli,29,Central Midfield,1.8,2200.0,2,0,30,3,1,3,0,0,41,5,5,5,0,0,36,4,5,4,0,0
walid-cheddira,25,Centre-Forward,1.87,8000.0,5,0,39,9,2,4,0,0,37,6,3,2,0,0,37,22,7,2,1,0
gianluca-lapadula,33,Centre-Forward,1.78,2200.0,26,9,37,8,5,2,0,0,25,13,4,2,0,0,42,26,5,4,1,0
nahitan-nandez,27,Central Midfield,1.72,5000.0,49,0,34,2,3,8,0,1,22,0,2,4,0,0,37,0,6,9,0,0
antoine-makoumbou,24,Central Midfield,1.87,2200.0,10,1,23,0,1,3,0,0,36,0,3,6,0,0,43,1,0,5,0,0
matteo-luigi-brunori,28,Centre-Forward,1.8,4500.0,0,0,34,4,3,3,0,0,47,29,5,5,0,0,38,20,4,5,0,0
alberto-cerri,27,Centre-Forward,1.94,2000.0,20,2,26,2,0,1,0,0,27,10,6,3,0,0,35,9,3,7,0,0
luca-zanimacchia,24,Right Winger,1.78,2000.0,7,0,28,2,0,0,0,0,37,8,6,4,0,0,35,1,2,5,0,0
dario-saric,26,Central Midfield,1.8,2000.0,1,0,35,1,2,7,0,0,33,3,4,7,0,1,30,1,1,4,0,0
